POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
939,2020-10-03,3,C,8,7,7,10,22,20,24,43,39,41,51,50,42,28,23,30,21,20,22,9,15,3,2,0,537,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2020-10-03,3,C,0,0,0,1,3,4,2,7,15,14,8,7,4,5,8,9,10,12,5,1,1,1,1,2,120,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2020-10-03,3,C,0,1,0,1,3,2,5,17,28,34,26,16,21,22,19,22,19,14,5,5,3,2,2,1,268,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
943,2020-10-03,3,C,1,1,0,0,0,4,12,12,10,15,14,9,9,13,13,13,11,8,9,6,5,4,2,1,172,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12
944,2020-10-03,3,C,0,1,0,0,1,1,5,9,17,18,19,15,15,16,16,16,12,10,6,4,0,1,1,0,183,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
946,2020-10-03,3,C,9,6,4,7,20,16,30,37,39,39,38,35,33,32,20,43,28,30,24,15,8,2,2,2,519,FISCHBACH,N7,Heinerscheid <-> Marbourg deux sens ,Heinerscheid,Marbourg,72984.695,126355.57
947,2020-10-03,3,C,1,1,0,1,3,6,8,4,6,11,11,12,8,11,7,10,12,7,8,13,2,0,0,0,142,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02
1111,2020-10-03,3,C,1,0,1,1,2,7,8,6,13,7,6,7,5,7,3,7,10,5,6,4,4,3,4,2,119,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2020-10-03,3,C,0,0,0,0,0,1,0,2,2,2,0,2,6,3,3,6,6,0,1,3,1,1,0,0,39,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2020-10-03,3,C,1,0,0,0,2,4,6,6,6,7,5,4,5,8,3,6,6,8,5,4,3,1,1,1,92,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2020-10-03,3,C,2,0,1,4,7,12,24,28,22,19,21,24,20,23,16,17,18,11,17,19,8,9,4,5,331,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2020-10-03,3,C,2,1,0,0,2,3,7,4,9,5,6,8,3,4,3,3,4,4,4,4,2,1,1,1,81,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2020-10-03,3,C,2,0,0,0,1,8,15,19,13,11,11,9,12,8,11,9,13,12,13,7,4,6,4,4,192,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2020-10-03,3,C,3,3,1,0,7,21,32,30,34,26,15,25,22,16,22,13,15,14,15,16,8,8,6,4,356,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1206,2020-10-03,3,C,0,0,0,0,0,0,1,2,3,3,3,5,2,2,2,4,1,2,4,3,2,2,2,1,44,EISENBORN,CR119,Staffelstein <-> Eisenborn deux sens ,Staffelstein,Eisenborn,81117.0,83990.0
1207,2020-10-03,3,C,2,0,1,0,1,7,14,14,14,9,8,13,12,9,13,17,18,14,17,9,6,7,4,6,215,JUNGLINSTER,N11,Graulinster <-> Junglinster deux sens ,Graulinster,Junglinster,87152.0,87021.0
1208,2020-10-03,3,C,2,0,1,0,1,7,14,14,14,9,8,13,12,9,13,17,18,14,17,9,6,7,4,6,215,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.0,87227.0
1209,2020-10-03,3,C,2,3,1,0,5,11,17,17,22,16,10,18,16,13,9,7,5,7,5,8,5,6,4,1,208,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85689.0,85250.0
1210,2020-10-03,3,C,2,4,1,0,7,11,21,18,22,20,16,21,22,19,18,23,12,19,10,10,6,4,4,4,294,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.0,85345.0
1211,2020-10-03,3,C,0,0,0,0,0,3,2,6,6,7,4,6,5,4,3,4,3,2,1,2,2,2,3,1,66,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.0,88911.0
1223,2020-10-03,3,C,1,1,0,0,3,11,14,11,12,15,15,19,20,15,21,20,15,16,14,9,18,5,5,5,265,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2020-10-03,3,C,3,0,0,0,1,2,5,2,6,5,8,8,7,4,9,6,9,5,6,1,0,0,0,0,87,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
1230,2020-10-03,3,C,4,0,13,3,3,12,19,18,17,13,12,12,10,17,11,15,17,14,10,7,6,5,4,4,246,NIEDERANVEN,N1,Niederanven <-> Senningerberg deux sens ,Niederanven,Senningerberg,85068.016,79222.9
1231,2020-10-03,3,C,2,1,2,1,1,8,9,19,12,14,12,8,11,12,9,12,15,7,7,6,3,3,4,5,183,BERG,N1,Wecker <-> Roodt-sur-Syre deux sens ,Wecker,Roodt-sur-Syre,93813.984,83089.69
1232,2020-10-03,3,C,6,4,4,2,2,8,16,20,19,16,22,18,14,9,19,16,19,13,17,8,6,5,3,4,270,GREVENMACHER,N1,Grevenmacher <-> Potaschberg A1 deux sens ,Grevenmacher,Potaschberg A1,99073.95,82634.05
1250,2020-10-03,3,C,2,1,0,0,1,4,6,5,8,6,6,2,5,3,2,4,6,5,4,3,2,2,0,1,78,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1300,2020-10-03,3,C,8,14,4,8,24,23,26,48,40,40,26,34,32,19,27,18,17,11,7,3,7,7,2,3,448,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.0,85983.0
1314,2020-10-03,3,C,2,0,0,0,2,7,7,7,9,11,10,13,8,7,7,11,8,6,5,7,4,4,5,5,145,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1410,2020-10-03,3,C,186,163,122,122,171,235,316,546,580,384,436,388,386,375,385,304,246,212,227,372,183,173,137,142,6791,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1414,2020-10-03,3,C,188,103,95,95,128,347,354,467,729,800,911,921,907,957,951,862,766,685,799,482,469,367,271,240,12894,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1430,2020-10-03,3,C,64,40,48,35,44,74,79,66,69,89,81,60,60,60,52,55,54,37,32,32,30,45,38,37,1281,POTASCHBIERG,A1,Aire de Wasserbillig <-> Echangeur Munsbach deux sens ,Aire de Wasserbillig,Echangeur Munsbach,98204.266,83303.73
1432,2020-10-03,3,C,74,58,59,43,51,82,91,83,91,100,171,151,91,81,81,83,92,48,55,54,43,58,52,42,1834,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1433,2020-10-03,3,C,67,52,46,34,60,81,88,101,86,103,75,73,72,59,56,67,56,45,31,39,36,54,42,41,1464,FINDEL,A1,Muensbach <-> Senningerberg deux sens ,Muensbach,Senningerberg,84816.99,78195.62
1441,2020-10-03,3,C,16,12,7,13,21,51,80,79,77,91,94,60,57,63,84,29,31,22,20,15,16,19,5,14,976,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2020-10-03,3,C,30,16,18,15,23,28,53,37,41,46,43,30,33,44,41,30,28,0,29,19,22,21,38,20,705,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1483,2020-10-03,3,C,9,11,3,8,22,21,27,51,68,39,26,26,26,17,16,16,13,12,5,2,9,6,1,7,441,LORENTZWEILER échangeur,A7,T. Grouft <-> T. Gosseldange deux sens ,T. Grouft,T. Gosseldange,77829.83,85801.0
1486,2020-10-03,3,C,16,12,10,11,30,42,62,144,202,85,66,71,41,39,49,42,39,34,24,32,87,26,6,54,1224,GRENGEWALD,A7,Ech. Waldhof <-> Ech. Kirchberg deux sens ,Ech. Waldhof,Ech. Kirchberg,81368.125,79165.42
1487,2020-10-03,3,C,14,8,4,9,19,16,22,38,44,34,37,31,24,18,24,18,20,15,8,5,7,6,1,4,426,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
17563,2020-10-03,3,C,5,0,0,1,3,3,2,3,0,1,6,3,3,0,0,1,1,0,2,2,5,1,0,2,44,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2020-10-04,3,C,3,0,1,1,4,2,3,4,1,4,4,7,4,2,9,6,5,7,9,4,5,3,3,3,94,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2020-10-04,3,C,0,0,0,1,0,0,0,0,1,1,1,3,4,1,2,2,4,1,0,1,2,5,1,4,34,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2020-10-04,3,C,0,0,0,0,0,1,1,1,1,2,3,2,2,0,2,2,1,2,2,3,2,3,3,1,34,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2020-10-04,3,C,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,4,0,0,0,0,0,0,10,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
12,2020-10-04,3,C,1,0,0,0,0,0,2,0,4,2,2,2,1,0,3,2,1,25,13,6,0,0,1,1,66,SCHENGEN Frontière,N10,Allemagne <-> Schengen deux sens ,Allemagne,Schengen,94452.04,59671.875
15,2020-10-04,3,C,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,2,0,1,0,0,0,0,12,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
16,2020-10-04,3,C,0,1,0,0,0,0,0,0,1,0,0,0,3,1,2,2,3,9,1,0,0,1,1,0,25,ESCH-ALZETTE Frontière,N4,France <-> Esch/Alzette deux sens ,France,Esch/Alzette,65661.805,61457.156
18,2020-10-04,3,C,4,5,4,6,2,13,6,4,3,7,3,11,8,12,19,12,9,9,8,25,22,27,18,15,252,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2020-10-04,3,C,1,2,0,0,0,0,0,0,1,1,1,0,1,3,0,1,1,0,2,0,0,1,0,1,16,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2020-10-04,3,C,3,0,1,0,4,4,9,6,6,4,7,8,9,6,11,5,5,7,10,6,7,4,3,3,128,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2020-10-04,3,C,0,0,0,0,0,1,0,0,0,2,4,2,1,2,2,3,2,3,2,2,2,0,3,0,31,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2020-10-04,3,C,1,1,2,0,0,0,0,0,1,0,3,3,2,2,4,4,5,5,4,3,2,1,3,1,47,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2020-10-04,3,C,5,2,3,2,3,4,3,5,4,7,4,4,10,9,8,9,12,12,6,6,5,8,9,5,145,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2020-10-04,3,C,0,0,0,0,0,0,0,0,1,0,4,1,2,2,0,2,3,1,0,0,0,0,0,0,16,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2020-10-04,3,C,0,0,1,2,0,2,1,1,3,4,2,5,2,4,3,2,2,6,2,0,0,0,0,2,44,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2020-10-04,3,C,0,0,2,3,0,1,1,1,0,1,1,0,0,2,0,0,1,0,3,1,0,0,0,1,18,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
58,2020-10-04,3,C,0,0,0,0,0,0,0,1,0,1,1,2,3,1,1,0,0,3,1,4,0,0,0,0,18,FRISANGE,N3,Frisange <-> France deux sens ,Frisange,France,81808.0,63523.0
202,2020-10-04,3,C,0,0,0,1,3,1,0,0,2,1,1,3,1,3,3,7,5,1,1,3,2,0,0,0,38,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.0,82759.0
203,2020-10-04,3,C,1,0,1,0,0,0,1,0,1,0,1,3,0,2,4,1,4,2,1,2,2,1,0,0,27,QUATRE-VENTS,N12,Kopstal <-> Quatre-Vents deux sens ,Kopstal,Quatre-Vents,71158.0,82433.0
304,2020-10-04,3,C,11,0,0,1,0,4,6,2,4,3,4,4,6,5,8,13,9,6,5,6,3,3,1,5,109,SPRINKANGE,N5,Schouweiler <-> Dippach deux sens ,Schouweiler,Dippach,65600.78,72448.55
326,2020-10-04,3,C,1,0,0,1,1,0,6,1,6,1,7,2,6,0,7,5,7,3,8,2,4,1,3,3,75,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.0,64695.0
327,2020-10-04,3,C,1,0,1,0,0,0,0,3,2,4,2,4,1,2,1,0,0,5,3,1,0,0,0,0,30,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.0,63437.0
328,2020-10-04,3,C,2,0,3,1,0,2,1,2,3,2,4,6,2,5,3,6,5,4,3,4,1,5,5,2,71,HELLANGE,N13B,Rond-point Hellange <-> A13 deux sens ,Rond-point Hellange,A13,77423.0,63289.0
390,2020-10-04,3,C,1,0,0,0,0,1,1,0,4,0,2,1,2,3,2,4,4,2,0,2,1,0,1,0,31,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
400,2020-10-04,3,C,7,0,0,1,2,6,8,10,11,11,11,10,12,10,12,12,13,9,8,9,11,6,10,6,195,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78434.0,74849.0
401,2020-10-04,3,C,2,0,0,1,0,1,6,4,5,6,5,6,6,7,7,17,7,9,7,5,5,5,4,4,119,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77717.0,82009.0
403,2020-10-04,3,C,0,0,1,0,1,1,1,1,2,2,2,5,3,2,3,3,3,3,3,5,5,2,2,2,52,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78558.0,78125.0
405,2020-10-04,3,C,2,0,1,0,0,2,1,2,1,2,4,2,2,3,8,3,9,8,5,2,2,1,0,0,60,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2020-10-04,3,C,0,0,0,1,0,1,0,1,2,1,0,2,1,2,3,3,3,2,1,2,0,0,0,1,26,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
407,2020-10-04,3,C,9,1,0,2,0,4,7,6,6,8,9,6,8,9,8,23,11,8,7,5,5,5,6,6,159,HELFENT,N5,Dippach <-> Luxembourg deux sens ,Dippach,Luxembourg,72102.234,73862.96
413,2020-10-04,3,C,3,4,34,29,20,44,29,29,31,27,33,28,36,41,35,14,33,35,29,10,11,5,7,8,575,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
414,2020-10-04,3,C,3,0,0,3,2,3,1,1,3,1,3,5,3,4,7,7,8,4,2,4,2,1,0,1,68,KEHLEN,CR102,Kehlen <-> Quatre-Vents deux sens ,Kehlen,Quatre-Vents,70521.94,81870.375
415,2020-10-04,3,C,0,0,1,0,0,0,0,1,0,0,0,2,1,2,1,11,1,7,0,1,0,1,0,0,29,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75254.0,79109.0
416,2020-10-04,3,C,1,0,1,0,0,5,0,3,1,1,3,5,1,7,4,18,7,14,5,5,2,3,1,0,87,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2020-10-04,3,C,0,0,0,1,0,0,0,1,2,0,0,1,1,2,2,9,1,1,0,0,0,0,0,1,22,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73021.0,84742.0
419,2020-10-04,3,C,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,6,2,2,3,1,0,0,0,0,20,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2020-10-04,3,C,1,5,1,3,1,6,7,4,2,6,6,4,5,12,9,9,9,6,6,3,4,2,0,1,112,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
421,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,9,KOPSTAL,CR101,Kopstal <-> Mamer deux sens ,Kopstal,Mamer,72678.195,80365.27
422,2020-10-04,3,C,1,0,0,0,0,0,1,0,1,0,2,1,0,4,2,2,0,0,1,1,0,0,0,0,16,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2020-10-04,3,C,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,1,0,1,0,12,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2020-10-04,3,C,3,2,2,1,0,0,2,2,4,1,3,6,2,3,3,6,5,2,4,3,3,3,1,2,63,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2020-10-04,3,C,3,0,0,0,0,2,4,6,8,10,7,7,7,8,7,10,8,7,7,8,7,7,7,6,136,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84038.0,79207.0
432,2020-10-04,3,C,3,0,0,0,0,1,1,0,0,0,1,1,1,3,0,3,0,1,1,0,0,0,0,0,16,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,83141.0,75772.0
433,2020-10-04,3,C,6,0,0,0,2,6,4,7,3,4,5,7,9,4,6,12,3,2,8,4,4,5,3,6,110,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016
446,2020-10-04,3,C,1,1,0,1,0,1,7,3,9,4,8,3,9,2,7,1,7,2,8,1,8,0,6,3,92,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2020-10-04,3,C,1,0,0,0,1,1,1,3,2,2,6,5,6,2,3,2,3,7,3,3,2,1,0,0,54,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
450,2020-10-04,3,C,3,0,1,0,0,1,0,1,3,3,9,4,5,4,5,4,6,4,2,6,3,3,0,1,68,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2
452,2020-10-04,3,C,0,0,0,1,0,0,1,3,0,0,1,2,2,3,0,1,1,3,3,2,0,1,0,0,24,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
454,2020-10-04,3,C,4,1,1,3,3,3,4,5,6,6,14,22,11,12,10,17,17,10,12,13,10,2,8,6,200,FRIDHAFF,N7,Hoscheid <-> Fridhaff deux sens ,Hoscheid,Fridhaff,77637.0,106186.0
455,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,4,0,0,0,1,0,0,0,0,10,MUELLENDORF,CR123,Muellendorf <-> Huensdorf deux sens ,Muellendorf,Huensdorf,77294.0,83437.0
456,2020-10-04,3,C,1,0,0,0,0,1,2,2,2,2,2,2,3,2,3,6,2,2,2,2,2,2,2,2,44,HEISDORF,CR124,Heisdorf <-> Muellendorf deux sens ,Heisdorf,Muellendorf,77493.0,82563.0
457,2020-10-04,3,C,1,0,0,0,0,0,1,1,3,4,5,4,6,5,4,20,5,4,4,5,3,0,1,0,76,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.0,80795.0
459,2020-10-04,3,C,9,6,0,0,3,3,2,2,4,2,2,6,3,3,5,9,3,7,2,4,1,4,1,5,86,CANACH,CR144,Oetrange <-> Canach deux sens ,Oetrange,Canach,90560.0,74802.0
460,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,4,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25
463,2020-10-04,3,C,2,2,1,0,1,7,7,3,7,2,14,5,11,5,12,9,8,6,10,3,5,3,7,3,133,ELLANGE,N16,Mondorf (A13) <-> Ellange deux sens ,Mondorf (A13),Ellange,89819.75,64515.914
464,2020-10-04,3,C,1,0,1,0,0,1,1,3,4,2,0,0,0,2,1,3,2,9,7,2,1,0,0,2,42,SCHENGEN Giratoire,N10,Remich <-> Schengen deux sens ,Remich,Schengen,94124.73,60879.266
469,2020-10-04,3,C,9,5,2,1,7,8,8,5,10,3,4,7,6,5,12,5,13,7,9,6,7,6,10,12,167,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23
470,2020-10-04,3,C,3,0,0,0,0,2,4,2,5,2,3,2,1,6,6,4,6,3,1,5,1,1,0,3,60,GARNICH,N13,Windhof A6 <-> Garnich deux sens ,Windhof A6,Garnich,64367.84,76355.555
473,2020-10-04,3,C,0,1,0,0,0,2,4,5,3,3,5,5,4,3,4,6,2,9,6,4,2,3,3,1,75,BOUS,N2,Remich <-> Bous deux sens ,Remich,Bous,91325.17,68727.45
474,2020-10-04,3,C,1,0,0,0,0,1,4,3,5,2,4,2,4,1,2,3,5,2,3,1,1,3,2,2,51,HETTERMILLEN,N10,Ehnen <-> Hettermillen deux sens ,Ehnen,Hettermillen,94853.0,72820.0
479,2020-10-04,3,C,2,0,0,0,0,2,3,7,4,4,6,5,5,5,3,7,3,6,7,3,3,4,4,1,84,TRINTANGE,N2,Assel <-> Moutfort deux sens ,Assel,Moutfort,88217.68,70739.516
481,2020-10-04,3,C,12,0,0,0,0,6,1,2,0,4,1,2,1,1,4,22,4,2,1,3,1,2,1,4,74,OETRANGE,N28,Sandweiler <-> Oetrange deux sens ,Sandweiler,Oetrange,86217.73,74027.78
483,2020-10-04,3,C,1,0,0,1,1,0,4,0,4,0,4,1,4,0,7,1,6,0,6,1,3,1,3,2,50,ASPELT,N16,Mondorf <-> Aspelt deux sens ,Mondorf,Aspelt,84357.21,64987.043
484,2020-10-04,3,C,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,8,HELLANGE,N13,Hellange <-> Frisange deux sens ,Hellange,Frisange,79224.34,63937.664
485,2020-10-04,3,C,1,0,0,0,0,1,2,2,2,2,2,2,3,2,3,6,2,2,2,2,2,2,2,2,44,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
486,2020-10-04,3,C,4,0,0,0,1,5,6,8,10,7,6,4,5,6,5,5,6,11,4,5,5,4,4,11,122,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566
487,2020-10-04,3,C,1,0,0,1,0,4,4,3,4,3,5,4,5,6,4,5,7,13,3,2,2,2,2,2,82,ESCH-SUR-ALZETTE,N31,Esch-sur-Alzette <-> Kayl-Poteau deux sens ,Esch-sur-Alzette,Kayl-Poteau,67438.54,61933.023
488,2020-10-04,3,C,0,0,0,1,0,1,3,3,4,3,2,3,3,4,3,5,6,2,2,2,2,2,2,2,55,RUMELANGE,N33,Rumelange <-> Kayl-Poteau deux sens ,Rumelange,Kayl-Poteau,68581.734,59217.008
490,2020-10-04,3,C,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,3,2,2,1,0,0,0,0,0,14,GAICHEL,N8,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,58321.293,84479.27
492,2020-10-04,3,C,0,0,0,0,0,1,1,0,2,3,1,1,0,1,2,4,3,1,3,1,1,3,1,0,29,BLUMENTHAL,N14,Graulinster <-> Reuland deux sens ,Graulinster,Reuland,87034.516,90015.64
493,2020-10-04,3,C,1,0,1,0,0,2,4,0,2,4,2,1,5,3,4,1,1,1,2,4,0,3,3,2,46,BISSEN,N22,Boevange <-> Colmar-Berg deux sens ,Boevange,Colmar-Berg,72252.0,94835.0
495,2020-10-04,3,C,0,0,0,2,0,1,0,1,0,3,4,0,4,1,1,1,4,4,2,1,3,2,1,0,35,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
498,2020-10-04,3,C,0,0,1,0,0,2,0,1,1,0,2,2,0,0,4,2,3,2,0,0,0,0,0,2,22,BASCHARAGE,N31,Biff <-> Niedercorn deux sens ,Biff,Niedercorn,60394.312,69204.414
503,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,LORENTZWEILER,CR122,Huensdorf <-> Lorentzweiler deux sens ,Huensdorf,Lorentzweiler,77852.89,85039.0
505,2020-10-04,3,C,0,0,0,0,1,2,7,8,4,7,8,14,20,14,14,16,12,14,12,10,13,11,11,11,209,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.0,85564.0
506,2020-10-04,3,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,9,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.0,89523.0
508,2020-10-04,3,C,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,1,0,12,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.0,90828.0
